ADDRESS,METERID,LIMIT,the_geom,TYPE,HOURS
801 S OLIVE ST,CB3623,4HR,POINT (-118.25779617034186 34.04430896043527),SSM,8A-8P Mon-Sat
801 S OLIVE ST,CB3625,4HR,POINT (-118.2575744151348 34.044545209874656),SSM,8A-8P Mon-Sat
201 W 9TH ST,CB3328,4HR,POINT (-118.25680625970406 34.04290011345245),SSM,"TANS 7A-9A, 3P-7P Mon-Fri | PKG 9A-3P Mon-Fri, 8A-8P Sat"
201 W 9TH ST,CB3332,4HR,POINT (-118.25647347018486 34.04267942309339),SSM,"TANS 7A-9A, 3P-7P Mon-Fri | PKG 9A-3P Mon-Fri, 8A-8P Sat"
201 W 9TH ST,CB3333,4HR,POINT (-118.25642332891562 34.042647094348254),SSM,"TANS 7A-9A, 3P-7P Mon-Fri | PKG 9A-3P Mon-Fri, 8A-8P Sat"
201 W 9TH ST,CB3327,4HR,POINT (-118.25685292123745 34.04293018840504),SSM,"TANS 7A-9A, 3P-7P Mon-Fri | PKG 9A-3P Mon-Fri, 8A-8P Sat"
101 W 9TH ST,CB3337,2HR,POINT (-118.25563243405603 34.04213580092107),SSM,"TANS 7A-9A, 3P-7P Mon-Fri | PKG 9A-3P Mon-Sat"
100 W 9TH ST,CB3340,2HR,POINT (-118.2554246275492 34.04182119572719),SSM,"NP 2A-5A Nightly | TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P, 6P-8P Mon-Fri, 8A-8P Sat"
100 W 9TH ST,CB3341,2HR,POINT (-118.25537667276798 34.04179033322196),SSM,"NP 2A-5A Nightly | TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P, 6P-8P Mon-Fri, 8A-8P Sat"
1001 S OLIVE ST,CB1224,4HR,POINT (-118.26055937701274 34.04134404079041),SSM,8A-8P Mon-Sat
1001 S OLIVE ST,CB1226,4HR,POINT (-118.26068408765737 34.04120889644253),SSM,8A-8P Mon-Sat
1001 S OLIVE ST,CB1228A,4HR,POINT (-118.26083112122942 34.0410523248691),SSM,8A-8P Mon-Sat
1001 S OLIVE ST,CB1223,4HR,POINT (-118.26052098374844 34.041384333665775),SSM,8A-8P Mon-Sat
1001 S OLIVE ST,CB1221,4HR,POINT (-118.26037200887752 34.04154490462792),SSM,8A-8P Mon-Sat
1001 S OLIVE ST,CB1217,4HR,POINT (-118.2598644837291 34.04208672472539),SSM,8A-8P Mon-Sat
1001 S OLIVE ST,CB1225,4HR,POINT (-118.26064621806003 34.0412500374682),SSM,8A-8P Mon-Sat
1001 S OLIVE ST,CB1227,4HR,POINT (-118.26074040521014 34.04114962276806),SSM,8A-8P Mon-Sat
1001 S OLIVE ST,CB1215,4HR,POINT (-118.25977631414337 34.04218172473127),SSM,8A-8P Mon-Sat
1001 S OLIVE ST,CB1216,4HR,POINT (-118.25981067781977 34.04214403536594),SSM,8A-8P Mon-Sat
1001 S OLIVE ST,CB1218,4HR,POINT (-118.25990464303898 34.04204404551404),SSM,8A-8P Mon-Sat
1001 S OLIVE ST,CB1219,4HR,POINT (-118.26004270843444 34.041897294734305),SSM,8A-8P Mon-Sat
1001 S OLIVE ST,CB1228,4HR,POINT (-118.2607776212314 34.04110972362943),SSM,8A-8P Mon-Sat
1001 S OLIVE ST,CB1222,4HR,POINT (-118.26042612069462 34.0414852220542),SSM,8A-8P Mon-Sat
1000 S HILL ST,CB1136A,4HR,POINT (-118.25912163963642 34.04077189928647),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
1000 S HILL ST,CB1139,4HR,POINT (-118.25887650330513 34.04102942689297),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
1000 S HILL ST,CB1133,4HR,POINT (-118.25944024421479 34.04043658712836),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
1000 S HILL ST,CB1132,4HR,POINT (-118.2595325141404 34.04033691765121),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
201 W 12TH ST,CB4320,2HR,POINT (-118.26133363387694 34.03894317146967),SSM,8A-6P Mon-Sat
1000 S HILL ST,CB1132A,4HR,POINT (-118.25947776309337 34.04039577359058),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
1000 S HILL ST,CB1134,4HR,POINT (-118.25938414470278 34.040495422482934),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
1000 S HILL ST,CB1135,4HR,POINT (-118.25932940211506 34.04055462903199),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
1000 S HILL ST,CB1138,4HR,POINT (-118.25893405870193 34.0409701378872),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
1000 S HILL ST,CB1137,4HR,POINT (-118.25897472944132 34.0409254682146),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
1000 S HILL ST,CB1136,4HR,POINT (-118.25919415504595 34.04069528130175),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
1001 S HILL ST,CB1155,4HR,POINT (-118.25931971132843 34.040824573255186),SSM,8A-8P Mon-Sat
1001 S HILL ST,CB1156,4HR,POINT (-118.2594536733952 34.04068197449773),SSM,8A-8P Mon-Sat
1001 S HILL ST,CB1157,4HR,POINT (-118.25949251633998 34.04064065505638),SSM,8A-8P Mon-Sat
1001 S HILL ST,CB1154,4HR,POINT (-118.25900630621982 34.041158481081176),SSM,8A-8P Mon-Sat
1001 S HILL ST,CB1154A,4HR,POINT (-118.25928121377628 34.040864876776865),SSM,8A-8P Mon-Sat
800 S SANTEE ST,CB3850,2HR,POINT (-118.25203287333619 34.04098174070094),SSM,8A-6P Mon-Sat
800 S SANTEE ST,CB3847,2HR,POINT (-118.2521805785351 34.04086456431888),SSM,8A-6P Mon-Sat
800 S SANTEE ST,CB3846,2HR,POINT (-118.2523606915767 34.04072686702524),SSM,8A-6P Mon-Sat
800 S SANTEE ST,CB3849,2HR,POINT (-118.25207404011525 34.0409473677928),SSM,8A-6P Mon-Sat
800 S SANTEE ST,CB3844,2HR,POINT (-118.25262371939978 34.04052473679021),SSM,8A-6P Mon-Sat
800 S SANTEE ST,CB3837,2HR,POINT (-118.25299765808973 34.0402359340818),SSM,8A-6P Mon-Sat
800 S SANTEE ST,CB3841,2HR,POINT (-118.25277702397757 34.04040577014629),SSM,8A-6P Mon-Sat
801 S SANTEE ST,CB3833,2HR,POINT (-118.25198633433371 34.04118057552206),SSM,8A-6P Mon-Sat
801 S SANTEE ST,CB3824,2HR,POINT (-118.25308465555939 34.04033122644795),SSM,8A-6P Mon-Sat
801 S SANTEE ST,CB3823,2HR,POINT (-118.25314911950113 34.040283056914284),SSM,8A-6P Mon-Sat
801 S SANTEE ST,CB3831,2HR,POINT (-118.25214030871692 34.041060010778644),SSM,8A-6P Mon-Sat
800 S MAPLE AVE,CB702,2HR,POINT (-118.25144024328156 34.04051058288342),SSM,8A-6P Mon-Sat
800 S MAPLE AVE,CB687,2HR,POINT (-118.25238853978786 34.039689984025536),SSM,8A-6P Mon-Sat
800 S MAPLE AVE,CB688,2HR,POINT (-118.25234288551016 34.039729920742204),SSM,8A-6P Mon-Sat
800 S MAPLE AVE,CB689,2HR,POINT (-118.2522796712331 34.03978598913927),SSM,8A-6P Mon-Sat
800 S MAPLE AVE,CB689A,2HR,POINT (-118.25223714648409 34.03982303077649),SSM,8A-6P Mon-Sat
800 S MAPLE AVE,CB690,2HR,POINT (-118.25217019436097 34.03987965956228),SSM,8A-6P Mon-Sat
800 S MAPLE AVE,CB691,2HR,POINT (-118.25212290565614 34.03992029468844),SSM,8A-6P Mon-Sat
800 S MAPLE AVE,CB692,2HR,POINT (-118.25205711052546 34.03997711121828),SSM,8A-6P Mon-Sat
800 S MAPLE AVE,CB692A,2HR,POINT (-118.2520005655751 34.04002594159031),SSM,8A-6P Mon-Sat
800 S MAPLE AVE,CB693,2HR,POINT (-118.25193801326778 34.040079739277),SSM,8A-6P Mon-Sat
800 S MAPLE AVE,CB694,2HR,POINT (-118.25188806522132 34.04012273014747),SSM,8A-6P Mon-Sat
800 S MAPLE AVE,CB695,2HR,POINT (-118.25182367801548 34.04017860512068),SSM,8A-6P Mon-Sat
800 S MAPLE AVE,CB696,2HR,POINT (-118.25177629043108 34.040221041573325),SSM,8A-6P Mon-Sat
800 S MAPLE AVE,CB697,2HR,POINT (-118.25170831573762 34.040278150045694),SSM,8A-6P Mon-Sat
800 S MAPLE AVE,CB698,2HR,POINT (-118.25166164165927 34.04031913260181),SSM,8A-6P Mon-Sat
800 S MAPLE AVE,CB699,2HR,POINT (-118.25159869089556 34.040374898982094),SSM,8A-6P Mon-Sat
800 S MAPLE AVE,CB700,2HR,POINT (-118.25154966442253 34.04041620012887),SSM,8A-6P Mon-Sat
800 S MAPLE AVE,CB701,2HR,POINT (-118.25148520688242 34.04047080300982),SSM,8A-6P Mon-Sat
801 S MAPLE AVE,CB715,2HR,POINT (-118.25145523096104 34.04066615567132),SSM,8A-6P Mon-Sat
801 S MAPLE AVE,CB715A,2HR,POINT (-118.2514989129644 34.04062871702908),SSM,8A-6P Mon-Sat
801 S MAPLE AVE,CB716,2HR,POINT (-118.2515610739972 34.040575299928896),SSM,8A-6P Mon-Sat
801 S MAPLE AVE,CB716A,2HR,POINT (-118.25160411165132 34.04053681411222),SSM,8A-6P Mon-Sat
801 S MAPLE AVE,CB717,2HR,POINT (-118.25170481130812 34.040451673840316),SSM,8A-6P Mon-Sat
801 S MAPLE AVE,CB718,2HR,POINT (-118.25180774733137 34.04036338969465),SSM,8A-6P Mon-Sat
801 S MAPLE AVE,CB718A,2HR,POINT (-118.25186359443695 34.04031286509133),SSM,8A-6P Mon-Sat
801 S MAPLE AVE,CB719,2HR,POINT (-118.2522535491744 34.03997622587777),SSM,8A-6P Mon-Sat
801 S MAPLE AVE,CB719A,2HR,POINT (-118.25229856666085 34.039937659948684),SSM,8A-6P Mon-Sat
801 S MAPLE AVE,CB720,2HR,POINT (-118.25235762784872 34.0398890946367),SSM,8A-6P Mon-Sat
801 S MAPLE AVE,CB720A,2HR,POINT (-118.25240310851814 34.03984901944167),SSM,8A-6P Mon-Sat
801 S MAPLE AVE,CB721,2HR,POINT (-118.25246533251949 34.03979496075662),SSM,8A-6P Mon-Sat
801 S MAPLE AVE,CB722,2HR,POINT (-118.25250897799303 34.039758636115685),SSM,8A-6P Mon-Sat
801 S MAPLE AVE,CB723,2HR,POINT (-118.25257478409509 34.03970310129125),SSM,8A-6P Mon-Sat
801 S MAPLE AVE,CB724,2HR,POINT (-118.25261863439427 34.03966614060387),SSM,8A-6P Mon-Sat
800 S CECILIA ST,CB3927E,2HR,POINT (-118.25193958102308 34.039532544550006),SSM,8A-6P Mon-Sat
201 W 12TH ST,CB4321,2HR,POINT (-118.26128593775628 34.038912776845805),SSM,8A-6P Mon-Sat
800 S CECILIA ST,CB3929,2HR,POINT (-118.25131866911707 34.040015097525526),SSM,8A-6P Mon-Sat
800 S CECILIA ST,CB3929B,2HR,POINT (-118.25109518579096 34.04018623734645),SSM,8A-6P Mon-Sat
800 S CECILIA ST,CB3929C,2HR,POINT (-118.25105066281272 34.040220568215155),SSM,8A-6P Mon-Sat
800 S CECILIA ST,CB3929D,2HR,POINT (-118.25098636354043 34.04027203227552),SSM,8A-6P Mon-Sat
800 S CECILIA ST,CB3929E,2HR,POINT (-118.25093842365521 34.040308850313075),SSM,8A-6P Mon-Sat
800 S CECILIA ST,CB3927,2HR,POINT (-118.25220796810451 34.039326233569234),SSM,8A-6P Mon-Sat
800 S CECILIA ST,CB3928F,2HR,POINT (-118.25138235888411 34.03996743540542),SSM,8A-6P Mon-Sat
800 S CECILIA ST,CB3928E,2HR,POINT (-118.25142950349371 34.03993061524142),SSM,8A-6P Mon-Sat
800 S CECILIA ST,CB3927A,2HR,POINT (-118.25216170275164 34.039361002123144),SSM,8A-6P Mon-Sat
800 S CECILIA ST,CB3928C,2HR,POINT (-118.25153837593555 34.03984560413872),SSM,8A-6P Mon-Sat
800 S CECILIA ST,CB3928B,2HR,POINT (-118.25160425500026 34.03979428975216),SSM,8A-6P Mon-Sat
400 E 9TH ST,CB3349,2HR,POINT (-118.25241998492753 34.03909256393611),SSM,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P Mon-Sat"
400 E 9TH ST,CB3350,2HR,POINT (-118.25232023164767 34.03900162510013),SSM,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P Mon-Sat"
400 E 9TH ST,CB3351,2HR,POINT (-118.25221573236213 34.03890645800643),SSM,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P Mon-Sat"
401 E 9TH ST,CB3369,2HR,POINT (-118.2521190452635 34.03905057559538),SSM,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat
401 E 9TH ST,CB3368,2HR,POINT (-118.25202143009965 34.038959289467726),SSM,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat
401 E 9TH ST,CB3368A,2HR,POINT (-118.25205990396213 34.03899653698433),SSM,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat
401 E 9TH ST,CB3371,2HR,POINT (-118.25221936909868 34.03914331466161),SSM,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat
401 E 9TH ST,CB3370,2HR,POINT (-118.2521598081932 34.039088431340794),SSM,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat
800 S WALL ST,CB646,2HR,POINT (-118.25126024592267 34.039239117614734),SSM,8A-6P Mon-Sat
800 S WALL ST,CB647,2HR,POINT (-118.25070392339029 34.03976262200284),SSM,8A-6P Mon-Sat
800 S WALL ST,CB647A,2HR,POINT (-118.25064120184228 34.03982086931665),SSM,8A-6P Mon-Sat
800 S WALL ST,CB647B,2HR,POINT (-118.25053021066792 34.03992517673576),SSM,8A-6P Mon-Sat
801 S WALL ST,CB652,2HR,POINT (-118.25103235652172 34.03963065708807),SSM,8A-6P Mon-Sat
801 S WALL ST,CB656,2HR,POINT (-118.25149922620012 34.039193313704686),SSM,8A-6P Mon-Sat
801 S WALL ST,CB651A,2HR,POINT (-118.25097439825915 34.03968499826146),SSM,8A-6P Mon-Sat
801 S WALL ST,CB651,2HR,POINT (-118.25093326078357 34.03972366922451),SSM,8A-6P Mon-Sat
801 S WALL ST,CB650,2HR,POINT (-118.25083299704522 34.03981800264367),SSM,8A-6P Mon-Sat
801 S WALL ST,CB649A,2HR,POINT (-118.25077495651625 34.0398713585205),SSM,8A-6P Mon-Sat
801 S WALL ST,CB649,2HR,POINT (-118.25073436623593 34.03991055567404),SSM,8A-6P Mon-Sat
801 S WALL ST,CB648A,2HR,POINT (-118.25067378785323 34.03996667184642),SSM,8A-6P Mon-Sat
801 S WALL ST,CB650A,2HR,POINT (-118.25087463663023 34.03977953712178),SSM,8A-6P Mon-Sat
801 S WALL ST,CB657A,2HR,POINT (-118.25172462971446 34.03898198165476),SSM,8A-6P Mon-Sat
801 S WALL ST,CB653A,2HR,POINT (-118.25126059155345 34.03941806148243),SSM,8A-6P Mon-Sat
801 S WALL ST,CB653,2HR,POINT (-118.25113389150948 34.03953715567556),SSM,8A-6P Mon-Sat
801 S WALL ST,CB656A,2HR,POINT (-118.25162070859068 34.039080295491914),SSM,8A-6P Mon-Sat
501 E 9TH ST,CB3363B,2HR,POINT (-118.2513755085491 34.038373460807655),SSM,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat
501 E 9TH ST,CB3366,2HR,POINT (-118.25165828274214 34.038631895593646),SSM,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat
500 E 9TH ST,CB3353,2HR,POINT (-118.25175395136873 34.038483541509564),SSM,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P Mon-Sat"
500 E 9TH ST,CB3356,2HR,POINT (-118.25148727210625 34.03824325006394),SSM,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P Mon-Sat"
800 S SAN JULIAN ST,CB2217,2HR,POINT (-118.25001684423097 34.039007692294945),SSM,8A-6P Mon-Sat
800 S SAN JULIAN ST,CB2218,2HR,POINT (-118.24997277373328 34.03904479943966),SSM,8A-6P Mon-Sat
800 S SAN JULIAN ST,CB2219,2HR,POINT (-118.24977729562279 34.03921219968823),SSM,8A-6P Mon-Sat
800 S SAN JULIAN ST,CB2215,2HR,POINT (-118.25022139439831 34.03883023522931),SSM,8A-6P Mon-Sat
801 S SAN JULIAN ST,CB2201,2HR,POINT (-118.24993928754976 34.03924390302315),SSM,8A-6P Mon-Sat
601 E 9TH ST,CB3362,2HR,POINT (-118.25083467934316 34.03788357388464),SSM,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat
600 E 9TH ST,CB2288,2HR,POINT (-118.25092634137899 34.0377300251592),SSM,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P Mon-Sat"
600 E 9TH ST,CB2290,2HR,POINT (-118.25082152220567 34.03763546156129),SSM,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P Mon-Sat"
600 E 9TH ST,CB2289,2HR,POINT (-118.25088259690732 34.037689138846886),SSM,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P Mon-Sat"
600 E 9TH ST,CB2291,2HR,POINT (-118.2507841804326 34.037599054233745),SSM,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P Mon-Sat"
800 S SAN PEDRO ST,CB2414,2HR,POINT (-118.24958940015111 34.03787745203381),SSM,8A-6P Mon-Sat
800 S SAN PEDRO ST,CB2415,2HR,POINT (-118.24954933007817 34.03791628439406),SSM,8A-6P Mon-Sat
801 S SAN PEDRO ST,CB2285A,2HR,POINT (-118.24993706677206 34.037820212367784),SSM,8A-6P Mon-Sat
801 S SAN PEDRO ST,CB2286,2HR,POINT (-118.24998315496757 34.03777686788555),SSM,8A-6P Mon-Sat
801 S SAN PEDRO ST,CB2284,2HR,POINT (-118.249359446838 34.0383714387738),SSM,8A-6P Mon-Sat
801 S SAN PEDRO ST,CB2284A,2HR,POINT (-118.24939976722501 34.03833255727665),SSM,8A-6P Mon-Sat
801 S SAN PEDRO ST,CB2284B,2HR,POINT (-118.24945428088901 34.03827933466404),SSM,8A-6P Mon-Sat
801 S SAN PEDRO ST,CB2284C,2HR,POINT (-118.24958261281456 34.03815678601132),SSM,8A-6P Mon-Sat
801 S SAN PEDRO ST,CB2285,2HR,POINT (-118.24983485621865 34.037916059944344),SSM,8A-6P Mon-Sat
800 S SAN PEDRO ST,CB2416,15MIN,POINT (-118.2494160027237 34.03804347088009),SSM,8A-6P Mon-Sat
800 S SAN PEDRO ST,CB2416A,15MIN,POINT (-118.24937724156122 34.038080790417624),SSM,8A-6P Mon-Sat
900 S SAN PEDRO ST,CB2404,4HR,POINT (-118.25080352952797 34.03671696852606),SSM,8A-6P Mon-Sat
900 S SAN PEDRO ST,CB2405,4HR,POINT (-118.25074265236151 34.03677558258548),SSM,8A-6P Mon-Sat
900 S SAN PEDRO ST,CB2406,4HR,POINT (-118.25069849281861 34.03681752958836),SSM,8A-6P Mon-Sat
900 S SAN PEDRO ST,CB2407,4HR,POINT (-118.25064004331585 34.036874317465994),SSM,8A-6P Mon-Sat
900 S SAN PEDRO ST,CB2410,4HR,POINT (-118.25049237069737 34.0370159377517),SSM,8A-6P Mon-Sat
900 S SAN PEDRO ST,CB2411,4HR,POINT (-118.25043307144333 34.03707292833309),SSM,8A-6P Mon-Sat
900 S SAN PEDRO ST,CB2408,4HR,POINT (-118.25058367115228 34.03692762650985),SSM,8A-6P Mon-Sat
900 S SAN PEDRO ST,CB2402,4HR,POINT (-118.25132688840372 34.03621975061664),SSM,8A-6P Mon-Sat
900 S SAN PEDRO ST,CB2403A,4HR,POINT (-118.25115883955216 34.036381005264694),SSM,8A-6P Mon-Sat
900 S SAN PEDRO ST,CB2402A,4HR,POINT (-118.25128171252132 34.036262029006615),SSM,8A-6P Mon-Sat
900 S SAN PEDRO ST,CB2401,4HR,POINT (-118.25147544815637 34.036039510453655),SSM,8A-6P Mon-Sat
900 S SAN PEDRO ST,CB2403,4HR,POINT (-118.25122206915894 34.036320911198686),SSM,8A-6P Mon-Sat
901 S SAN JULIAN ST,CB4332A,4HR,POINT (-118.25179631154063 34.037453371060344),SSM,8A-6P Mon-Sat
901 S SAN JULIAN ST,CB4334,4HR,POINT (-118.25201003471818 34.03723302050383),SSM,8A-6P Mon-Sat
901 S SAN JULIAN ST,CB4333,4HR,POINT (-118.25191779165321 34.03732725874452),SSM,8A-6P Mon-Sat
901 S SAN JULIAN ST,CB4331,4HR,POINT (-118.25137373498306 34.03789805557731),SSM,8A-6P Mon-Sat
1001 S SAN JULIAN ST,CB4271A,4HR,POINT (-118.2524438139108 34.03677693664434),SSM,8A-6P Mon-Sat
1001 S SAN JULIAN ST,CB4272A,4HR,POINT (-118.25263169294868 34.03658221090209),SSM,8A-6P Mon-Sat
1001 S SAN JULIAN ST,CB4273,4HR,POINT (-118.25268327730547 34.03652715293759),SSM,8A-6P Mon-Sat
1001 S SAN JULIAN ST,CB4272,4HR,POINT (-118.25259140684571 34.036625217003504),SSM,8A-6P Mon-Sat
1001 S SAN JULIAN ST,CB4276,4HR,POINT (-118.25282040318702 34.03638582882076),SSM,8A-6P Mon-Sat
1001 S SAN JULIAN ST,CB4277,4HR,POINT (-118.25285728258737 34.03634113580386),SSM,8A-6P Mon-Sat
1001 S SAN JULIAN ST,CB4275,4HR,POINT (-118.25277001996868 34.036435160519176),SSM,8A-6P Mon-Sat
1001 S SAN JULIAN ST,CB4274,4HR,POINT (-118.25272462159664 34.036482809425564),SSM,8A-6P Mon-Sat
501 E OLYMPIC BLVD,CB4265,2HR,POINT (-118.25250826781544 34.03722470240642),SSM,8A-6P Mon-Sat
500 E OLYMPIC BLVD,CB4244,2HR,POINT (-118.25288754375413 34.037338275732715),SSM,8A-6P Mon-Sat
500 E OLYMPIC BLVD,CB4243,2HR,POINT (-118.25299611286093 34.03742317430195),SSM,8A-6P Mon-Sat
500 E OLYMPIC BLVD,CB4245A,2HR,POINT (-118.25244812601834 34.03699087587946),SSM,8A-6P Mon-Sat
500 E OLYMPIC BLVD,CB4245,2HR,POINT (-118.25249010354105 34.0370227725632),SSM,8A-6P Mon-Sat
500 E OLYMPIC BLVD,CB4243A,2HR,POINT (-118.25295252188818 34.037388211465185),SSM,8A-6P Mon-Sat
500 E OLYMPIC BLVD,CB4244A,2HR,POINT (-118.2525534764614 34.037072034816795),SSM,8A-6P Mon-Sat
900 S WALL ST,CB641,2HR,POINT (-118.25215794043166 34.0383827206734),SSM,8A-6P Mon-Sat
900 S WALL ST,CB639,2HR,POINT (-118.25243659977174 34.03812350311542),SSM,8A-6P Mon-Sat
900 S WALL ST,CB637,2HR,POINT (-118.2527818777414 34.03779670925417),SSM,8A-6P Mon-Sat
900 S WALL ST,CB637A,2HR,POINT (-118.25274265708381 34.03783338263737),SSM,8A-6P Mon-Sat
901 S WALL ST,CB659A,2HR,POINT (-118.25215251672195 34.03858921830837),SSM,8A-6P Mon-Sat
901 S WALL ST,CB661,2HR,POINT (-118.25230702228349 34.03844427669514),SSM,8A-6P Mon-Sat
901 S WALL ST,CB660A,2HR,POINT (-118.25224742710348 34.03850109840171),SSM,8A-6P Mon-Sat
901 S WALL ST,CB661A,2HR,POINT (-118.2524287839265 34.03833229204149),SSM,8A-6P Mon-Sat
901 S WALL ST,CB664,2HR,POINT (-118.2527015415971 34.03807563483267),SSM,8A-6P Mon-Sat
901 S WALL ST,CB662,2HR,POINT (-118.25247074996861 34.038293402469236),SSM,8A-6P Mon-Sat
1000 S WALL ST,CB4240,2HR,POINT (-118.25327597151174 34.037332057782784),SSM,8A-6P Mon-Sat
1000 S WALL ST,CB4236,2HR,POINT (-118.2534777590477 34.03714245287919),SSM,8A-6P Mon-Sat
1000 S WALL ST,CB4239,2HR,POINT (-118.25331668623188 34.03729399273639),SSM,8A-6P Mon-Sat
1000 S WALL ST,CB4230,2HR,POINT (-118.25375615462657 34.036869312313385),SSM,8A-6P Mon-Sat
1000 S WALL ST,CB4238,2HR,POINT (-118.25337545478973 34.03723936205203),SSM,8A-6P Mon-Sat
1000 S WALL ST,CB4237,2HR,POINT (-118.25341974614086 34.037198755265976),SSM,8A-6P Mon-Sat
1000 S WALL ST,CB4225,2HR,POINT (-118.25397955608994 34.036591703425714),SSM,8A-6P Mon-Sat
1000 S WALL ST,CB4234,2HR,POINT (-118.25357255739716 34.03705445657749),SSM,8A-6P Mon-Sat
1000 S WALL ST,CB4235,2HR,POINT (-118.25353384596012 34.03709062789787),SSM,8A-6P Mon-Sat
1000 S WALL ST,CB4231,2HR,POINT (-118.2537245173497 34.036908855873044),SSM,8A-6P Mon-Sat
1000 S WALL ST,CB4232,2HR,POINT (-118.25366956102316 34.03696382851139),SSM,8A-6P Mon-Sat
1000 S WALL ST,CB4233,2HR,POINT (-118.25363117668542 34.036998920946594),SSM,8A-6P Mon-Sat
1000 S WALL ST,CB4226,2HR,POINT (-118.25394158492294 34.036637952418445),SSM,8A-6P Mon-Sat
1000 S WALL ST,CB4227,2HR,POINT (-118.25388812441425 34.0367061357268),SSM,8A-6P Mon-Sat
1000 S WALL ST,CB4228,2HR,POINT (-118.25385326117627 34.03674992148877),SSM,8A-6P Mon-Sat
1000 S WALL ST,CB4229,2HR,POINT (-118.2538055678652 34.036807688083975),SSM,8A-6P Mon-Sat
1000 S WALL ST,CB4241,2HR,POINT (-118.25321635908561 34.03738735371419),SSM,8A-6P Mon-Sat
1001 S WALL ST,CB3959,2HR,POINT (-118.2535235450837 34.03730249271686),SSM,8A-6P Mon-Sat
1001 S WALL ST,CB3958,2HR,POINT (-118.25342345507173 34.03739720386039),SSM,8A-6P Mon-Sat
1001 S WALL ST,CB3963,2HR,POINT (-118.25389919007101 34.03690477077646),SSM,8A-6P Mon-Sat
1001 S WALL ST,CB3962,2HR,POINT (-118.25381585548847 34.037008357726336),SSM,8A-6P Mon-Sat
1001 S WALL ST,CB3961,2HR,POINT (-118.25372989010279 34.037111871714316),SSM,8A-6P Mon-Sat
1001 S WALL ST,CB3960A,2HR,POINT (-118.25367138630627 34.037166572334534),SSM,8A-6P Mon-Sat
1001 S WALL ST,CB3964,2HR,POINT (-118.25405349007947 34.03671233298754),SSM,8A-6P Mon-Sat
1001 S WALL ST,CB3958A,2HR,POINT (-118.25346556222208 34.03735730032707),SSM,8A-6P Mon-Sat
1001 S WALL ST,CB3959A,2HR,POINT (-118.25356617179884 34.03726361670258),SSM,8A-6P Mon-Sat
1001 S WALL ST,CB3960,2HR,POINT (-118.25362635793417 34.037207635132205),SSM,8A-6P Mon-Sat
1001 S WALL ST,CB3961A,2HR,POINT (-118.25378202723002 34.03705174912708),SSM,8A-6P Mon-Sat
1001 S WALL ST,CB3962A,2HR,POINT (-118.25386517301443 34.0369483681462),SSM,8A-6P Mon-Sat
1000 S FLOWER ST,57231,2HR,POINT (-118.26356017091047 34.04341902893799),MSM,8A-8P Mon-Sat
1000 S FLOWER ST,57232,2HR,POINT (-118.26359655992779 34.04337936152191),MSM,8A-8P Mon-Sat
1000 S FLOWER ST,57233,2HR,POINT (-118.26365211606324 34.04332368975587),MSM,8A-8P Mon-Sat
1000 S FLOWER ST,57234,2HR,POINT (-118.26368925829443 34.04328318945665),MSM,8A-8P Mon-Sat
1000 S FLOWER ST,57235,2HR,POINT (-118.26374349592767 34.043232205779056),MSM,8A-8P Mon-Sat
