ADDRESS,METERID,LIMIT,the_geom,TYPE,HOURS
7900 W 3RD ST,WF282,2HR,POINT (-118.36224352894327 34.0715466778654),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
8300 W 3RD ST,WF178,2HR,POINT (-118.37232922025171 34.07283734894162),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
8300 W 3RD ST,WF182A,2HR,POINT (-118.37187361790801 34.07278757054894),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
8300 W 3RD ST,WF184,2HR,POINT (-118.37172061760734 34.072772167275225),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
8300 W 3RD ST,WF193,2HR,POINT (-118.3709428442573 34.07268323017676),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
8300 W 3RD ST,WF198,2HR,POINT (-118.37045589149419 34.07263113651962),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
8300 W 3RD ST,WF199,2HR,POINT (-118.3703920330618 34.07262493957397),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
301 S SWEETZER AVE,WF202,2HR,POINT (-118.37011541738042 34.072470868743196),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
300 S LA JOLLA AVE,WF224,15MIN,POINT (-118.36786804691418 34.072117756013704),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
8200 W 3RD ST,WF207,2HR,POINT (-118.36933571702107 34.07250708089166),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
8200 W 3RD ST,WF212,2HR,POINT (-118.3689560037432 34.07246490819413),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
8200 W 3RD ST,WF209,2HR,POINT (-118.36918004568577 34.07248961264781),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
8200 W 3RD ST,WF217,2HR,POINT (-118.36855368668812 34.07241148451407),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
8200 W 3RD ST,WF220,2HR,POINT (-118.36833268875317 34.07238023619987),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
8100 W 3RD ST,WF229,2HR,POINT (-118.36717575985625 34.07222204769679),SSM,"PKG 8A-6P Mon-Sat, 11A-6P Sun | PLO 6P-12A"
8100 W 3RD ST,WF226,2HR,POINT (-118.36756116219324 34.07227214938474),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
8100 W 3RD ST,WF234,2HR,POINT (-118.3665408512998 34.07213247031832),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
100 E WEST CHANNEL RD,P308A,1HR,POINT (-118.51817142002623 34.02889055832698),SSM,8A-8P Mon-Sat
101 E WEST CHANNEL RD,P320,1HR,POINT (-118.51867638670167 34.028800867672764),SSM,TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Sat
1600 N CHEROKEE AVE,HO74,2HR,POINT (-118.33496235887554 34.10003645201642),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1600 N SCHRADER BLVD,HO120,2HR,POINT (-118.33241305601368 34.10120671268674),SSM,"TANP 8P-3A Next Day Wed-Sat Nights | PKG 8A-8P Mon-Sat, 11A-8P Sun"
1600 N SCHRADER BLVD,HO122,2HR,POINT (-118.33241349440812 34.10133552626096),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1700 N WHITLEY AVE,HO954A,1HR,POINT (-118.33326464337873 34.10233150351313),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1601 N SCHRADER BLVD,HO96,2HR,POINT (-118.33254900763279 34.10133915168415),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1701 N WHITLEY AVE,HO967,1HR,POINT (-118.33340503604258 34.102430484202564),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1701 N WHITLEY AVE,HO966,1HR,POINT (-118.33340846495192 34.102643550508766),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1601 N LAS PALMAS AVE,HO29,2HR,POINT (-118.33619217011548 34.10078442185257),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1601 N LAS PALMAS AVE,HO32,2HR,POINT (-118.33619075784551 34.10047925379578),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
400 E 3RD ST,LT240,4HR,POINT (-118.24047186683642 34.0463642495838),SSM,8A-8P Mon-Sat
1601 N LAS PALMAS AVE,HO35,2HR,POINT (-118.33618550561333 34.100111196395346),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1601 N LAS PALMAS AVE,HO23,2HR,POINT (-118.33619869885943 34.10131199675662),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1601 N LAS PALMAS AVE,HO25,2HR,POINT (-118.33619769032096 34.10118191360342),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1700 N LAS PALMAS AVE,HO980,2HR,POINT (-118.33607419817753 34.10284767551783),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1700 N LAS PALMAS AVE,HO976,2HR,POINT (-118.33607251474098 34.10250972570895),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1700 N LAS PALMAS AVE,HO677A,2HR,POINT (-118.33607105975298 34.102321368626626),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1601 N COSMO ST,HO187,1HR,POINT (-118.32887091817143 34.10102376111344),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1601 N CHEROKEE AVE,HO61,2HR,POINT (-118.33510169704422 34.10125786515687),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1700 N CHEROKEE AVE,HO663A,2HR,POINT (-118.33468334162148 34.10219794442915),SSM,"TANP 6P-3A | PKG 8A-6P Mon-Sat, 11A-6P Sun"
1700 N CHEROKEE AVE,HO663,2HR,POINT (-118.3346829456408 34.10214612624925),SSM,"TANP 6P-3A | PKG 8A-6P Mon-Sat, 11A-6P Sun"
1701 N CHEROKEE AVE,HO667,2HR,POINT (-118.334823851236 34.101800711586336),SSM,"TANP 6P-3A | PKG 8A-6P Mon-Sat, 11A-6P Sun"
6301 W YUCCA ST,HO484,2HR,POINT (-118.32854072858036 34.104087194344075),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
6301 W YUCCA ST,HO487,2HR,POINT (-118.32882448046169 34.10408751968128),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
1800 N CAHUENGA BLVD,HO932A,1HR,POINT (-118.32982793124651 34.10448346933681),SSM,"TANS 4P-6P Mon-Fri | PKG 8A-4P, 6P-8P Mon-Thu, 8A-4P, 6P-12A Fri, 8A-12A Sat, 11A-8P Sun"
1800 N CAHUENGA BLVD,HO934,1HR,POINT (-118.32997273843509 34.10476087357956),SSM,"TANS 4P-6P Mon-Fri | PKG 8A-4P, 6P-8P Mon-Thu, 8A-4P, 6P-12A Fri, 8A-12A Sat, 11A-8P Sun"
1700 N CAHUENGA BLVD,HO572B,2HR,POINT (-118.32945595632741 34.10309744884798),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
6301 W YUCCA ST,HO485,2HR,POINT (-118.32863956027975 34.10408722760281),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
6300 W YUCCA ST,HO510A,2HR,POINT (-118.32859810783559 34.10387371826174),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
1701 N IVAR AVE,HO550,2HR,POINT (-118.32825702126325 34.102899009835646),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
6300 W YUCCA ST,HO514A,2HR,POINT (-118.32766020405138 34.10374149214309),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
1800 N CAHUENGA BLVD,HO931,1HR,POINT (-118.3297490742021 34.10432568982271),SSM,"TANS 4P-6P Mon-Fri | PKG 8A-4P, 6P-8P Mon-Thu, 8A-4P, 6P-12A Fri, 8A-12A Sat, 11A-8P Sun"
1800 N CAHUENGA BLVD,HO933,1HR,POINT (-118.32991320605369 34.104651511471246),SSM,"TANS 4P-6P Mon-Fri | PKG 8A-4P, 6P-8P Mon-Thu, 8A-4P, 6P-12A Fri, 8A-12A Sat, 11A-8P Sun"
1700 N IVAR AVE,HO539,2HR,POINT (-118.3280910335425 34.10281801787552),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1701 N IVAR AVE,HO549,2HR,POINT (-118.32825659127928 34.1029553947369),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1701 N IVAR AVE,HO547,2HR,POINT (-118.3282575239743 34.10318358936653),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1601 N WILCOX AVE,HO133,2HR,POINT (-118.33112347484006 34.101071827484084),SSM,"TANP 8P-3A Next Day Thu-Fri-Sat Nights | PKG 8A-8P Mon-Sat, 11A-8P Sun"
1601 N WILCOX AVE,HO133A,2HR,POINT (-118.33112305281215 34.10090750965793),SSM,"TANP 8P-3A Next Day Thu-Fri-Sat Nights | PKG 8A-8P Mon-Sat, 11A-8P Sun"
1601 N WILCOX AVE,HO133B,2HR,POINT (-118.33112206283744 34.10085264231169),SSM,"TANP 8P-3A Next Day Thu-Fri-Sat Nights | PKG 8A-8P Mon-Sat, 11A-8P Sun"
1701 N WILCOX AVE,HO627,2HR,POINT (-118.33111377253351 34.10244989829779),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1701 N WILCOX AVE,HO631,2HR,POINT (-118.33111163360273 34.10202415113858),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1700 N WILCOX AVE,HO591,2HR,POINT (-118.33097787738065 34.101983341830625),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1600 N SCHRADER BLVD,HO117,2HR,POINT (-118.3324087696307 34.10084163297325),SSM,"TANP 8P-3A Next Day Wed-Sat Nights | PKG 8A-8P Mon-Sat, 11A-8P Sun"
1701 N WILCOX AVE,HO625,2HR,POINT (-118.3311164468926 34.10274374055904),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1701 N WILCOX AVE,HO630,2HR,POINT (-118.33111196485677 34.102269548676524),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1700 N WILCOX AVE,HO597,2HR,POINT (-118.33098162711809 34.102632487399376),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1600 N SCHRADER BLVD,HO116,2HR,POINT (-118.33240807863922 34.10077031632576),SSM,"TANP 8P-3A Next Day Wed-Sat Nights | PKG 8A-8P Mon-Sat, 11A-8P Sun"
6401 W SELMA AVE,HO250,2HR,POINT (-118.33058142869956 34.09983127384617),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
6401 W SELMA AVE,HO248,2HR,POINT (-118.3304288360567 34.09983358806131),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
6401 W SELMA AVE,HO251,2HR,POINT (-118.33063953491948 34.09983083538159),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1600 N WILCOX AVE,HO141,2HR,POINT (-118.33094465732219 34.10023036404257),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1600 N WILCOX AVE,HO144,2HR,POINT (-118.33094993813552 34.100879534229236),SSM,"TANP 8P-3A Next Day Thu-Fri-Sat Nights | PKG 8A-8P Mon-Sat, 11A-8P Sun"
6501 W SELMA AVE,HO256,30MIN,POINT (-118.33160094208473 34.09982798257136),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
1601 N WILCOX AVE,HO137,30MIN,POINT (-118.33111869368054 34.10016931768809),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
1600 N CAHUENGA BLVD,HO179,2HR,POINT (-118.32943329792502 34.100746605002726),SSM,"TANP 6P-3A | PKG 8A-6P Mon-Sat, 11A-6P Sun"
1700 N CAHUENGA BLVD,HO566,2HR,POINT (-118.3294505566414 34.101948971558116),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1600 N CAHUENGA BLVD,HO180A,2HR,POINT (-118.32943610516367 34.10095658081559),SSM,"TANP 6P-3A | PKG 8A-6P Mon-Sat, 11A-6P Sun"
1601 N CAHUENGA BLVD,HO157,2HR,POINT (-118.32963460038359 34.101174476623086),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1700 N CAHUENGA BLVD,HO565,2HR,POINT (-118.32945109673233 34.101868751598694),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1701 N IVAR AVE,HO553,2HR,POINT (-118.32825237610307 34.102532076523104),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1700 N CAHUENGA BLVD,HO570,2HR,POINT (-118.32945621337207 34.102522080176605),SSM,"TANP 8P-3A Next Day Thu-Fri-Sat Nights | PKG 8A-8P Mon-Sat, 11A-8P Sun"
1701 N WILCOX AVE,HO619,2HR,POINT (-118.33111922487197 34.10311574283138),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
6400 W YUCCA ST,HO505,2HR,POINT (-118.329987296744 34.10386998841932),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
1700 N WILCOX AVE,HO602,2HR,POINT (-118.33098548749145 34.103154057505726),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1800 N WILCOX AVE,HO947,1HR,POINT (-118.33099115241899 34.10409643621474),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
6400 W YUCCA ST,HO502,2HR,POINT (-118.33028513552392 34.10386940638129),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
6401 W YUCCA ST,HO491,2HR,POINT (-118.33003272553599 34.10398017694918),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
6401 W YUCCA ST,HO495A,2HR,POINT (-118.33081936369753 34.103976562683144),SSM,"TANP 8P-3A Next Day Thu-Fri-Sat Nights | PKG 8A-8P Mon-Sat, 11A-8P Sun"
1701 N CAHUENGA BLVD,HO578A,2HR,POINT (-118.32965322313476 34.1031805912163),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1600 N LAS PALMAS AVE,HO44,2HR,POINT (-118.3360687045029 34.100603131442085),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1600 N LAS PALMAS AVE,HO42,2HR,POINT (-118.33606648131607 34.10039727773229),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1600 N LAS PALMAS AVE,HO41,2HR,POINT (-118.33606478478634 34.10034888720128),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1600 N LAS PALMAS AVE,HO38,2HR,POINT (-118.33605986394413 34.100034293451785),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1701 N LAS PALMAS AVE,HO683,2HR,POINT (-118.33621183221194 34.1019396118585),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1701 N LAS PALMAS AVE,HO684A,2HR,POINT (-118.33621218810518 34.101808995705625),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1600 N CHEROKEE AVE,HO80,2HR,POINT (-118.3349715999546 34.101183532888086),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1600 N CHEROKEE AVE,HO81,2HR,POINT (-118.33497332609862 34.10131954524937),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
7001 W HAWTHORN AVE,HO1057,1HR,POINT (-118.34414561395722 34.1003919961186),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1700 N EL CERRITO PL,HO1021,1HR,POINT (-118.3446610182701 34.10229211000953),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1701 N SYCAMORE AVE,HO725,1HR,POINT (-118.34340179126036 34.10206502776806),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1701 N SYCAMORE AVE,HO725A,1HR,POINT (-118.34340187013264 34.102009025133),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1600 N SYCAMORE AVE,HO732,1HR,POINT (-118.34325477876583 34.10112550491051),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
1600 N SYCAMORE AVE,HO733,1HR,POINT (-118.34325499890691 34.10117807545455),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
6301 W SELMA AVE,HO238,2HR,POINT (-118.32782629560734 34.099850413703976),SSM,"TANP 6A-3P Sun Only | PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 3P-8P Sun"
1600 N IVAR AVE,HO194,2HR,POINT (-118.32807093993095 34.10000151480501),SSM,"TANP 6A-3P Sun Only | PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 3P-8P Sun"
1600 N IVAR AVE,HO206,2HR,POINT (-118.32807837833235 34.1009093544922),SSM,"TANP 6A-3P Sun Only | PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 3P-8P Sun"
1600 N IVAR AVE,HO196,2HR,POINT (-118.3280730373069 34.10013005070229),SSM,"TANP 6A-3P Sun Only | PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 3P-8P Sun"
1600 N IVAR AVE,HO208,2HR,POINT (-118.32807976325564 34.101036941209614),SSM,"TANP 6A-3P Sun Only | PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 3P-8P Sun"
1700 N VINE ST,HO452,2HR,POINT (-118.32656524019289 34.102210125044664),SSM,"TANP 8P-3A Next Day Thu-Fri-Sat Nights | PKG 8A-8P Mon-Sat, 11A-8P Sun"
1700 N VINE ST,HO454,2HR,POINT (-118.32656771676966 34.10234448295362),SSM,"TANP 8P-3A Next Day Thu-Fri-Sat Nights | PKG 8A-8P Mon-Sat, 11A-8P Sun"
1700 N VINE ST,HO455,2HR,POINT (-118.32656671497416 34.102403206165874),SSM,"TANP 8P-3A Next Day Thu-Fri-Sat Nights | PKG 8A-8P Mon-Sat, 11A-8P Sun"
1600 N IVAR AVE,HO196A,2HR,POINT (-118.32807448677676 34.10020393557645),SSM,"TANP 6A-3P Sun Only | PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 3P-8P Sun"
1600 N IVAR AVE,HO198,2HR,POINT (-118.32807412320383 34.10032671735544),SSM,"TANP 6A-3P Sun Only | PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 3P-8P Sun"
1600 N IVAR AVE,HO209,2HR,POINT (-118.32808062118511 34.10111611428659),SSM,"TANP 6A-3P Sun Only | PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 3P-8P Sun"
1600 N IVAR AVE,HO210,2HR,POINT (-118.32808094268616 34.101163804553856),SSM,"TANP 6A-3P Sun Only | PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 3P-8P Sun"
1601 N IVAR AVE,HO214,2HR,POINT (-118.3282437332514 34.101242565789725),SSM,"TANP 6P-3A | TANP 6A-3P Sun Only Farmers Market | PKG 8A-6P Mon-Sat, 3P-6P Sun"
1601 N IVAR AVE,HO213,2HR,POINT (-118.32824449823875 34.101292777343964),SSM,"TANP 6P-3A | TANP 6A-3P Sun Only Farmers Market | PKG 8A-6P Mon-Sat, 3P-6P Sun"
1601 N IVAR AVE,HO224,2HR,POINT (-118.32823789682752 34.10015717998616),SSM,"TANP 6A-3P Sun Only | PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 3P-8P Sun"
1700 N LAS PALMAS AVE,HO675,2HR,POINT (-118.33606987936194 34.10195865228268),SSM,"TANP 11A-2P, 6P-3A | PKG 8A-11A, 2P-6P"
1700 N WHITLEY AVE,HO958A,1HR,POINT (-118.33326694426506 34.10301483652974),SSM,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun"
5200 W BEVERLY BLVD,L8A,2HR,POINT (-118.3240702622168 34.07613041254815),SSM,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat"
5200 W BEVERLY BLVD,L7B,2HR,POINT (-118.32446155498951 34.076132940334475),SSM,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat"
5100 W BEVERLY BLVD,L153,2HR,POINT (-118.32296894045875 34.076121781073006),SSM,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat"
5201 N LANKERSHIM BLVD,NH481,2HR,POINT (-118.37559280773957 34.16630479205284),SSM,8A-6P Mon-Sat
5201 N LANKERSHIM BLVD,NH480C,2HR,POINT (-118.37572937391272 34.16652879995662),SSM,8A-6P Mon-Sat
5201 N LANKERSHIM BLVD,NH491,2HR,POINT (-118.3749760858979 34.165284576185826),SSM,8A-6P Mon-Sat
5201 N LANKERSHIM BLVD,NH492,2HR,POINT (-118.37494981188169 34.16524173008688),SSM,8A-6P Mon-Sat
5201 N LANKERSHIM BLVD,NH488A,2HR,POINT (-118.37524797112219 34.16573563074926),SSM,8A-6P Mon-Sat
5201 N LANKERSHIM BLVD,NH490A,2HR,POINT (-118.37502255305147 34.16535992947099),SSM,8A-6P Mon-Sat
5400 W WILSHIRE BLVD,MM809,2HR,POINT (-118.34693352800733 34.06218466029234),SSM,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat"
2400 S OVERLAND AVE,PW463,2HR,POINT (-118.42388401996226 34.04080804088711),SSM,TANS 7A-10A Mon-Fri | PKG 10A-6P Mon-Sat
2400 S OVERLAND AVE,PW465,2HR,POINT (-118.42396560287028 34.04091263359888),SSM,TANS 7A-10A Mon-Fri | PKG 10A-6P Mon-Sat
2400 S OVERLAND AVE,PW466,2HR,POINT (-118.4240128536299 34.04097655958865),SSM,TANS 7A-10A Mon-Fri | PKG 10A-6P Mon-Sat
10600 W PICO BLVD,PW274,2HR,POINT (-118.42414799229232 34.042087378945304),SSM,TANS 7A-10A Mon-Fri | PKG 10A-6P Mon-Sat
10600 W PICO BLVD,PW275,2HR,POINT (-118.42409302992527 34.04211916087946),SSM,TANS 7A-10A Mon-Fri | PKG 10A-6P Mon-Sat
10600 W PICO BLVD,PW284,2HR,POINT (-118.42330355658872 34.0425742374674),SSM,TANS 7A-10A Mon-Fri | PKG 10A-6P Mon-Sat
10600 W PICO BLVD,PW286,2HR,POINT (-118.42317689538375 34.042646187574455),SSM,TANS 7A-10A Mon-Fri | PKG 10A-6P Mon-Sat
10600 W PICO BLVD,PW283,2HR,POINT (-118.4233495707016 34.04254691560683),SSM,TANS 7A-10A Mon-Fri | PKG 10A-6P Mon-Sat
10600 W PICO BLVD,PW287,2HR,POINT (-118.42310926211408 34.04268689538665),SSM,TANS 7A-10A Mon-Fri | PKG 10A-6P Mon-Sat
10601 W PICO BLVD,PW61,2HR,POINT (-118.42415750769518 34.04236070530381),SSM,TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Sat
10601 W PICO BLVD,PW41,2HR,POINT (-118.42319482111319 34.0429143187356),SSM,TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Sat
10601 W PICO BLVD,PW48,2HR,POINT (-118.42356875508149 34.04270069884285),SSM,TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Sat
2400 S MANNING AVE,PW292,2HR,POINT (-118.42257928483865 34.04271562877664),SSM,8A-6P Mon-Sat
2400 S MANNING AVE,PW294,2HR,POINT (-118.42266597635519 34.04281870975407),SSM,8A-6P Mon-Sat
10600 W PICO BLVD,PW298,2HR,POINT (-118.42243809307163 34.043089747692356),SSM,TANS 7A-10A Mon-Fri | PKG 10A-6P Mon-Sat
10600 W PICO BLVD,PW297,2HR,POINT (-118.4224872856733 34.04306036765601),SSM,TANS 7A-10A Mon-Fri | PKG 10A-6P Mon-Sat
10601 W PICO BLVD,PW36,2HR,POINT (-118.42255082639758 34.04326960971479),SSM,TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Sat
2300 S PARNELL AVE,PW31,2HR,POINT (-118.42210902113179 34.043733899278784),SSM,8A-6P Mon-Sat
10501 W PICO BLVD,PW29,2HR,POINT (-118.42174203538087 34.04373681971064),SSM,TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Sat
10501 W PICO BLVD,PW28,2HR,POINT (-118.42168864298363 34.04376483926854),SSM,TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Sat
2301 S PROSSER AVE,PW19,2HR,POINT (-118.42136659035133 34.044270297437244),SSM,8A-6P Mon-Sat
10500 W PICO BLVD,PW320,2HR,POINT (-118.42015455066677 34.044404533029294),SSM,TANS 7A-10A Mon-Fri | PKG 10A-6P Mon-Sat
10500 W PICO BLVD,PW322,2HR,POINT (-118.42002402894195 34.04447808175372),SSM,TANS 7A-10A Mon-Fri | PKG 10A-6P Mon-Sat
10500 W PICO BLVD,PW323,2HR,POINT (-118.419956122742 34.044518522789716),SSM,TANS 7A-10A Mon-Fri | PKG 10A-6P Mon-Sat
10500 W PICO BLVD,PW332,2HR,POINT (-118.41919906625357 34.044955367693134),SSM,TANS 7A-10A Mon-Fri | PKG 10A-6P Mon-Sat
10500 W PICO BLVD,PW319,2HR,POINT (-118.4202213113676 34.04436656517151),SSM,TANS 7A-10A Mon-Fri | PKG 10A-6P Mon-Sat
2400 S PATRICIA AVE,PW338,2HR,POINT (-118.41865031094606 34.04479875647015),SSM,8A-6P Mon-Sat
201 N BREED ST,BH193,2HR,POINT (-118.20932105735358 34.04688149196092),SSM,8A-8P Mon-Sat
201 N BREED ST,BH194,2HR,POINT (-118.2093581864438 34.046823318642346),SSM,8A-8P Mon-Sat
601 S HARVARD BLVD,WW504,2HR,POINT (-118.30424581790642 34.060417908021215),SSM,8A-6P Mon-Sat
601 S HARVARD BLVD,WW491,2HR,POINT (-118.30424941307362 34.061476445083485),SSM,8A-6P Mon-Sat
600 S HARVARD BLVD,WW522,2HR,POINT (-118.30410690072382 34.060749836757466),SSM,8A-6P Mon-Sat
600 S HARVARD BLVD,WW513,2HR,POINT (-118.30410174577888 34.06001590825885),SSM,8A-6P Mon-Sat
3501 W WILSHIRE BLVD,WW1983,1HR,POINT (-118.3023512311333 34.06183503344416),SSM,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat"
3301 W WILSHIRE BLVD,WW1970,1HR,POINT (-118.29735781719307 34.06186580321174),SSM,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat"
600 S KENMORE AVE,WW713,2HR,POINT (-118.29655384864286 34.06234035742499),SSM,8A-6P Mon-Sat
600 S KENMORE AVE,WW719,2HR,POINT (-118.29655759466205 34.06324092601971),SSM,8A-6P Mon-Sat
601 S KINGSLEY DR,WW536,2HR,POINT (-118.30315623801837 34.0608535977178),SSM,8A-6P Mon-Sat
601 S KINGSLEY DR,WW540,2HR,POINT (-118.3031564681429 34.06049353529458),SSM,8A-6P Mon-Sat
600 S KINGSLEY DR,WW559,2HR,POINT (-118.30301389773476 34.06096856935721),SSM,8A-6P Mon-Sat
600 S KINGSLEY DR,WW563,2HR,POINT (-118.30301811003864 34.061234340255794),SSM,8A-6P Mon-Sat
